Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2016,2016,1000 ha,0.09,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2017,2017,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2018,2018,1000 ha,0.06,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2019,2019,1000 ha,0.02,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2020,2020,1000 ha,0.02,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2021,2021,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,1992,1992,1000 ha,2.83,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,1993,1993,1000 ha,2.83,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,1994,1994,1000 ha,2.83,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,1995,1995,1000 ha,2.84,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,1996,1996,1000 ha,2.84,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,1997,1997,1000 ha,2.84,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,1998,1998,1000 ha,2.84,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,1999,1999,1000 ha,2.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2000,2000,1000 ha,2.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2001,2001,1000 ha,2.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2002,2002,1000 ha,2.87,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2003,2003,1000 ha,2.87,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2004,2004,1000 ha,2.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2005,2005,1000 ha,2.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2006,2006,1000 ha,2.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2007,2007,1000 ha,2.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2008,2008,1000 ha,2.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2009,2009,1000 ha,2.89,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2010,2010,1000 ha,2.96,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2011,2011,1000 ha,2.97,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2012,2012,1000 ha,3,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2013,2013,1000 ha,3,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2014,2014,1000 ha,3.4,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2015,2015,1000 ha,3.4,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2016,2016,1000 ha,4.08,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2017,2017,1000 ha,4.49,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2018,2018,1000 ha,4.7,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2019,2019,1000 ha,5.13,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6976,Shrub-covered areas,2020,2020,1000 ha,5.13,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6976,Shrub-covered areas,2020,2020,1000 ha,0.44,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6976,Shrub-covered areas,2021,2021,1000 ha,0.08,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2015,2015,1000 ha,3.78,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2016,2016,1000 ha,8.16,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2017,2017,1000 ha,8.39,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2018,2018,1000 ha,9.64,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2019,2019,1000 ha,9.93,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2001,2001,1000 ha,4.19,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2002,2002,1000 ha,4.3,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2003,2003,1000 ha,3.83,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2004,2004,1000 ha,4.34,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2005,2005,1000 ha,3.93,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2006,2006,1000 ha,3.8,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2007,2007,1000 ha,3.87,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2008,2008,1000 ha,3.83,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2009,2009,1000 ha,3.1,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2010,2010,1000 ha,2.31,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2011,2011,1000 ha,2.09,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2012,2012,1000 ha,1.69,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2013,2013,1000 ha,1.56,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2014,2014,1000 ha,1.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2015,2015,1000 ha,2.05,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2016,2016,1000 ha,2.27,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2017,2017,1000 ha,2.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2018,2018,1000 ha,2.31,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2019,2019,1000 ha,2.67,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2020,2020,1000 ha,2.29,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2021,2021,1000 ha,1.6,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1992,1992,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1993,1993,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1994,1994,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1995,1995,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1996,1996,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1997,1997,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1998,1998,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",1999,1999,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2000,2000,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2001,2001,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2002,2002,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2003,2003,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2004,2004,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2005,2005,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2006,2006,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2007,2007,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2008,2008,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2009,2009,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2010,2010,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2011,2011,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2012,2012,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2013,2013,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2014,2014,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2015,2015,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2016,2016,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2017,2017,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2018,2018,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2019,2019,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2020,2020,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2020,2020,1000 ha,1.95,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6977,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",2021,2021,1000 ha,1.09,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6978,Sparsely natural vegetated areas,2015,2015,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6978,Sparsely natural vegetated areas,2016,2016,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6978,Sparsely natural vegetated areas,2017,2017,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6978,Sparsely natural vegetated areas,2018,2018,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6978,Sparsely natural vegetated areas,2019,2019,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2001,2001,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2002,2002,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2003,2003,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2004,2004,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2005,2005,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2006,2006,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2007,2007,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2008,2008,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2009,2009,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2010,2010,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2011,2011,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2012,2012,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2013,2013,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2014,2014,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2015,2015,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2016,2016,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2017,2017,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2018,2018,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2019,2019,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2020,2020,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6978,Sparsely natural vegetated areas,2021,2021,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,1992,1992,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,1993,1993,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,1994,1994,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,1995,1995,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,1996,1996,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,1997,1997,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,1998,1998,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,1999,1999,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2000,2000,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2001,2001,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2002,2002,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2003,2003,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2004,2004,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2005,2005,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2006,2006,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2007,2007,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2008,2008,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2009,2009,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2010,2010,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2011,2011,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2012,2012,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2013,2013,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2014,2014,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2015,2015,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2016,2016,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2017,2017,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2018,2018,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2019,2019,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6978,Sparsely natural vegetated areas,2020,2020,1000 ha,0.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6978,Sparsely natural vegetated areas,2020,2020,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6978,Sparsely natural vegetated areas,2021,2021,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6979,Terrestrial barren land,2015,2015,1000 ha,0.03,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6979,Terrestrial barren land,2016,2016,1000 ha,0.02,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6979,Terrestrial barren land,2017,2017,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6979,Terrestrial barren land,2018,2018,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6979,Terrestrial barren land,2019,2019,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2001,2001,1000 ha,0.96,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2002,2002,1000 ha,0.73,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2003,2003,1000 ha,0.83,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2004,2004,1000 ha,0.71,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2005,2005,1000 ha,0.64,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2006,2006,1000 ha,0.43,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2007,2007,1000 ha,0.47,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2008,2008,1000 ha,0.34,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2009,2009,1000 ha,0.32,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2010,2010,1000 ha,0.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2011,2011,1000 ha,0.26,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2012,2012,1000 ha,0.34,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2013,2013,1000 ha,0.32,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2014,2014,1000 ha,0.28,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2015,2015,1000 ha,0.26,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2016,2016,1000 ha,0.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2017,2017,1000 ha,0.28,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2018,2018,1000 ha,0.21,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2019,2019,1000 ha,0.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2020,2020,1000 ha,0.26,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6979,Terrestrial barren land,2021,2021,1000 ha,0.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,1992,1992,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,1993,1993,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,1994,1994,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,1995,1995,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,1996,1996,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,1997,1997,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,1998,1998,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,1999,1999,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6979,Terrestrial barren land,2000,2000,1000 ha,0,E,Estimated value
